quality,Difficulty,Mistakes,Length,Capitals in article,Title Polarity,Dominance,No Celebs,Diversity,Inspired,Valence,Arousal,Afraid,Joy intensity,Anticipation,Strong subjectivity,first_person,Adjectives,I do not care,Amused,Mistakes,Sad_,Surprise,Annoyed,Numbers,Noimages,Afinnity,Trust,Sadness,Happy,Fear intensity,Disgust,Sadness intensity,Positivity,Anger intensity,Entertainment,No Crime,No Sensual,No Animals,cursing
0,54,0.999438738283662,3583,0,0.0,0.544388489208634,6,16,20.0557103064067,0.633776179056755,0.432826538768985,19.7771587743733,0.223590476190476,9.37790157845868,0.0320960089310634,329.053865475858,0.255338904363974,17.3630454967502,16.52739090065,0.999438738283662,10.213556174558999,3.6211699164345403,6.9637883008356605,26,26.0,44.0,10.863509749303601,5.47818012999072,23.3983286908078,0.0704857142857143,1.76415970287837,0.0776523809523809,19.3129062209842,0.101223809523809,18,4,1,7,0
0,41,0.997466751108296,332,0,0.2,0.566073684210526,0,0,8.12182741116751,0.563263157894737,0.4786,4.56852791878173,0.221,5.58375634517766,0.0150602409638554,313.253012048193,0.0558375634517767,2.53807106598985,7.10659898477158,0.997466751108296,4.06091370558376,2.03045685279188,4.06091370558376,6,6.0,-25.0,8.12182741116751,2.03045685279188,9.13705583756345,0.296777777777778,3.04568527918782,0.106166666666667,9.64467005076142,0.260388888888889,6,5,0,1,0
1,49,0.999872204472843,1543,0,0.0,0.566749070631971,0,3,10.3741496598639,0.595910780669145,0.455193308550186,10.5442176870748,0.183640449438202,6.972789115646259,0.0362459546925566,315.618924173688,0.13265306122449,8.84353741496599,8.50340136054422,0.999872204472843,6.632653061224491,4.42176870748299,4.42176870748299,4,4.0,42.0,12.2448979591837,4.25170068027211,13.7755102040816,0.143415730337079,1.0204081632653101,0.117561797752809,15.9863945578231,0.0859438202247191,4,3,0,1,0
0,44,0.999320498301246,475,0,0.05000000000000002,0.548619883040936,1,4,11.160714285714299,0.616614035087718,0.486099415204679,6.25,0.418066666666667,7.58928571428571,0.0273684210526316,286.315789473684,0.169642857142857,2.23214285714286,6.696428571428571,0.999320498301246,5.803571428571429,5.803571428571429,3.125,12,11.0,4.0,11.160714285714299,6.25,6.25,0.124955555555556,1.33928571428571,0.102911111111111,12.5,0.0742888888888889,1,0,0,0,0
1,48,1.0,1090,0,0.1,0.58810290237467,0,10,12.418300653594802,0.630722955145119,0.43972031662269107,9.80392156862745,0.157134328358209,8.49673202614379,0.0321100917431193,377.06422018348604,0.135076252723312,9.80392156862745,7.189542483660129,1.0,5.664488017429191,3.26797385620915,3.92156862745098,6,2.0,-4.0,12.2004357298475,4.13943355119826,13.9433551198257,0.155611940298507,2.8322440087146004,0.125910447761194,18.954248366013104,0.113955223880597,1,1,0,0,0
0,49,0.999379267535692,329,0,0.13636363636363635,0.585576576576577,2,1,13.529411764705902,0.662423423423424,0.430333333333333,10.0,0.172928571428571,5.29411764705882,0.0212765957446809,285.714285714286,0.129411764705882,2.35294117647059,8.23529411764706,0.999379267535692,2.35294117647059,1.76470588235294,1.17647058823529,2,4.0,24.0,10.0,3.52941176470588,8.823529411764712,0.0234285714285714,0.588235294117647,0.0797857142857143,8.23529411764706,0.0856428571428572,2,0,0,0,0
0,63,0.999614346317007,514,0,0.0,0.53755,0,3,12.6016260162602,0.6299375,0.4545625,7.72357723577236,0.23845,4.87804878048781,0.0736434108527132,293.774319066148,0.0975609756097561,7.31707317073171,7.31707317073171,0.999614346317007,5.69105691056911,1.21951219512195,1.21951219512195,0,6.0,-14.0,9.75609756097561,2.4390243902439,6.504065040650411,0.080875,1.6260162601626,0.147275,12.1951219512195,0.08325,2,2,0,0,1
0,67,0.996943142449562,508,1,0.0,0.551384146341464,1,3,10.1398601398601,0.701329268292683,0.488603658536585,4.1958041958042,0.456760869565218,7.69230769230769,0.0866141732283465,275.590551181102,0.101398601398601,10.8391608391608,8.74125874125874,0.996943142449562,5.94405594405594,3.84615384615385,2.0979020979021,5,1.0,49.0,3.84615384615385,0.0,12.9370629370629,0.047804347826087,0.699300699300699,0.0,13.986013986014,0.021804347826087,4,1,1,1,0
1,29,0.998985801217038,546,0,0.375,0.591532019704434,4,2,2.98507462686567,0.573300492610838,0.475113300492611,4.1044776119402995,0.120195652173913,6.3432835820895495,0.032967032967033,358.974358974359,0.149253731343284,6.71641791044776,5.223880597014929,0.998985801217038,8.208955223880599,2.61194029850746,3.35820895522388,6,1.0,29.0,8.58208955223881,11.9402985074627,10.820895522388101,0.0736521739130435,2.23880597014925,0.174956521739131,13.0597014925373,0.0987608695652174,4,0,0,0,0
1,51,0.999281264973646,880,0,-0.2,0.542257142857143,1,1,12.3543123543124,0.65695,0.44595357142857106,8.15850815850816,0.319921875,6.06060606060606,0.0363636363636364,320.454545454545,0.128205128205128,7.45920745920746,10.955710955711,0.999281264973646,4.4289044289044295,3.03030303030303,2.56410256410256,7,2.0,31.0,6.06060606060606,2.56410256410256,8.62470862470862,0.137703125,1.16550116550117,0.074140625,12.121212121212098,0.068234375,5,1,2,1,0
1,63,0.998238402818556,505,0,0.15,0.484666666666667,0,4,13.0252100840336,0.567853535353535,0.38574747474747506,15.546218487395,0.17275,5.882352941176469,0.0415841584158416,253.465346534653,0.252100840336134,9.2436974789916,4.6218487394958,0.998238402818556,14.705882352941199,2.94117647058823,4.20168067226891,0,11.0,11.0,2.10084033613445,0.0,12.184873949579801,0.0631666666666667,0.420168067226891,0.04075,5.042016806722691,0.139333333333333,4,1,3,0,0
1,53,1.0,453,0,0.25,0.572868965517242,0,3,9.88593155893536,0.637510344827586,0.447089655172414,6.4638783269962,0.234434782608696,3.0418250950570296,0.0198675496688742,355.408388520971,0.159695817490494,4.94296577946768,7.60456273764259,1.0,3.8022813688212898,0.760456273764259,4.18250950570342,1,3.0,16.0,6.08365019011407,1.52091254752852,11.787072243346,0.0658695652173913,0.760456273764259,0.0991739130434782,11.4068441064639,0.0135652173913044,1,0,0,1,0
1,56,1.0,867,0,-0.11333333333333333,0.535459558823529,0,5,12.8878281622912,0.619503676470588,0.482172794117647,14.3198090692124,0.225,5.25059665871122,0.0276497695852535,327.566320645905,0.112171837708831,10.739856801909301,5.9665871121718395,1.0,10.739856801909301,2.14797136038186,3.10262529832936,0,17.0,11.0,8.830548926014322,3.5799522673031,12.410501193317401,0.185394366197183,1.67064439140811,0.141929577464789,13.126491646778,0.066112676056338,8,5,3,0,0
0,58,1.0,452,0,0.0,0.546496551724138,1,1,11.6981132075472,0.601489655172414,0.46486896551724105,7.16981132075472,0.268,1.88679245283019,0.0707964601769912,274.336283185841,0.120754716981132,9.05660377358491,11.3207547169811,1.0,6.415094339622639,0.754716981132076,3.3962264150943398,2,5.0,10.0,7.5471698113207495,3.3962264150943398,9.433962264150939,0.0769230769230769,1.88679245283019,0.208538461538462,11.6981132075472,0.122846153846154,2,0,1,0,0
1,47,0.999901215054826,1869,0,0.0,0.549793624161074,2,11,14.500683994528,0.588848993288591,0.457679530201342,9.16552667578659,0.165202702702703,7.79753761969904,0.034242910647405,371.321562332798,0.146374829001368,10.670314637482901,9.84952120383037,0.999901215054826,9.16552667578659,2.87277701778386,4.51436388508892,5,10.0,-71.0,11.6279069767442,8.89192886456908,15.595075239398101,0.149378378378378,2.46238030095759,0.17397972972973,15.3214774281806,0.0576013513513513,14,8,2,2,0
0,70,1.0,205,1,0.4,0.563739726027397,0,2,7.25806451612903,0.522753424657534,0.509041095890411,4.83870967741936,0.103181818181818,4.03225806451613,0.024390243902439,214.634146341463,0.0564516129032258,2.41935483870968,11.2903225806452,1.0,4.03225806451613,5.64516129032258,1.61290322580645,0,2.0,-16.0,7.25806451612903,4.03225806451613,8.87096774193548,0.300454545454545,2.41935483870968,0.125909090909091,7.25806451612903,0.288727272727273,2,2,0,0,0
0,39,1.0,417,1,-0.1,0.562632,0,1,10.0,0.609512,0.421152,8.18181818181818,0.241823529411765,5.90909090909091,0.0479616306954437,441.247002398082,0.2,5.90909090909091,11.8181818181818,1.0,7.727272727272729,0.454545454545455,5.90909090909091,0,6.0,1.0,10.0,2.7272727272727297,10.4545454545455,0.0920588235294118,0.454545454545455,0.182529411764706,11.8181818181818,0.055764705882353,2,0,1,1,0
0,64,0.998881181472365,435,0,0.0,0.4678571428571429,0,4,11.0619469026549,0.523021428571429,0.468164285714286,9.292035398230091,0.146785714285714,3.09734513274336,0.0389908256880734,335.632183908046,0.0929203539823009,9.73451327433628,10.6194690265487,0.998881181472365,8.849557522123892,3.53982300884956,1.76991150442478,2,5.0,-15.0,5.30973451327434,4.86725663716814,7.52212389380531,0.287964285714286,4.42477876106195,0.2115,4.86725663716814,0.169892857142857,4,1,2,1,0
1,19,0.999444444444444,589,0,0.0,0.589594285714286,0,5,7.8125,0.569868571428572,0.440994285714286,5.3125,0.111846153846154,1.875,0.0237691001697793,514.431239388795,0.134375,5.625,8.125,0.999444444444444,8.4375,1.25,2.5,2,2.0,-23.0,7.5,1.25,8.75,0.241692307692308,0.9375,0.039923076923076894,10.0,0.106576923076923,4,4,0,0,0
1,69,1.0,633,0,0.04999999999999999,0.51504469273743,0,8,13.225806451612899,0.602011173184358,0.445463687150838,10.967741935483902,0.130627450980392,4.51612903225806,0.0300157977883096,274.881516587678,0.112903225806452,6.45161290322581,7.41935483870968,1.0,10.6451612903226,3.54838709677419,4.51612903225806,2,10.0,-13.0,5.80645161290323,3.2258064516129,13.5483870967742,0.225941176470588,1.61290322580645,0.172,10.6451612903226,0.126705882352941,0,0,0,0,0
0,71,1.0,310,0,0.0,0.535810526315789,0,3,14.9350649350649,0.625105263157895,0.420947368421053,12.987012987013,0.319125,11.688311688311698,0.0806451612903226,325.806451612903,0.168831168831169,6.49350649350649,9.09090909090909,1.0,1.94805194805195,6.49350649350649,3.8961038961039,0,3.0,5.0,11.688311688311698,3.24675324675325,9.74025974025974,0.078,1.94805194805195,0.11025,14.9350649350649,0.0300833333333333,0,0,0,0,0
0,61,1.0,940,10,0.3,0.567247093023256,0,4,10.065645514223199,0.624813953488372,0.458188953488372,5.9080962800875305,0.218041666666667,5.9080962800875305,0.05,363.82978723404295,0.135667396061269,6.12691466083151,10.9409190371991,1.0,3.7199124726477004,0.437636761487965,2.84463894967177,1,3.0,19.0,7.002188183807441,1.75054704595186,10.7221006564551,0.0883125,1.96936542669584,0.0541666666666667,12.253829321663,0.11425,10,9,0,1,0
0,60,0.999688764394647,944,1,-0.15000000000000002,0.51693165467626,1,7,19.0265486725664,0.522863309352518,0.491946043165468,14.159292035398199,0.128039603960396,5.08849557522124,0.0507936507936508,319.915254237288,0.134955752212389,19.2477876106195,12.168141592920401,0.999688764394647,18.8053097345133,3.09734513274336,5.30973451327434,2,9.0,-84.0,8.1858407079646,10.398230088495598,23.6725663716814,0.323920792079208,6.41592920353982,0.242089108910891,8.407079646017701,0.18660396039604,15,13,1,0,0
1,37,1.0,371,0,0.2,0.615508333333333,1,7,6.28571428571429,0.641075,0.455758333333334,7.428571428571429,0.315208333333333,6.28571428571429,0.0485175202156334,374.66307277628,0.234285714285714,5.14285714285714,4.0,1.0,6.28571428571429,6.28571428571429,4.0,4,51.0,37.0,14.285714285714299,1.71428571428571,9.714285714285712,0.0465416666666667,1.14285714285714,0.0256666666666667,18.2857142857143,0.018875,3,0,0,2,0
1,40,1.0,386,0,0.0,0.607921428571429,2,4,2.47524752475248,0.601978571428572,0.473342857142857,5.44554455445545,0.26864,7.92079207920792,0.0414507772020725,396.373056994819,0.128712871287129,6.930693069306929,4.9504950495049505,1.0,1.98019801980198,2.97029702970297,4.45544554455446,0,3.0,-10.0,15.841584158415802,0.495049504950495,4.9504950495049505,0.10692,0.495049504950495,0.0,17.8217821782178,0.05796,4,1,1,0,0
0,49,1.0,802,3,-0.2,0.570527426160337,0,3,13.0081300813008,0.553586497890295,0.522493670886076,7.31707317073171,0.110564516129032,5.1490514905149105,0.0349127182044888,357.85536159600997,0.0785907859078591,7.046070460704611,7.31707317073171,1.0,8.67208672086721,4.3360433604336,2.1680216802168,9,3.0,-73.0,11.9241192411924,6.504065040650411,13.279132791327902,0.262274193548387,1.8970189701897,0.17391935483871,11.9241192411924,0.125467741935484,6,6,0,0,0
1,57,0.998172381022005,1321,2,0.0,0.543769931662871,6,5,11.148086522462599,0.596435079726652,0.458692482915718,7.32113144758736,0.178688524590164,4.49251247920133,0.052233156699470096,282.361847085541,0.15973377703827,8.81863560732113,9.48419301164726,0.998172381022005,7.487520798668889,2.1630615640599,4.49251247920133,10,1.0,20.0,9.15141430948419,2.49584026622296,12.6455906821963,0.197065573770492,2.82861896838602,0.111459016393443,14.309484193011599,0.120409836065574,10,1,0,3,0
1,54,0.996115924708694,627,0,0.0,0.514437810945273,0,0,11.3149847094801,0.537169154228856,0.457925373134329,12.844036697247699,0.140475409836066,4.58715596330275,0.025518341307815,334.92822966507197,0.122324159021407,7.033639143730889,7.033639143730889,0.996115924708694,7.3394495412844005,3.6697247706422003,5.19877675840979,1,51.0,-55.0,7.951070336391441,6.72782874617737,10.3975535168196,0.28055737704918,3.05810397553517,0.162180327868852,8.256880733944959,0.125803278688525,13,11,2,0,0
1,69,1.0,948,0,0.0,0.572035971223022,0,5,23.450134770889502,0.549906474820144,0.472971223021583,13.4770889487871,0.0673559322033898,6.469002695417791,0.0232067510548523,331.223628691983,0.0889487870619946,24.528301886792498,24.528301886792498,1.0,15.3638814016173,1.88679245283019,5.929919137466309,2,9.0,-31.0,12.398921832884099,2.42587601078167,26.145552560646895,0.257050847457627,0.539083557951483,0.089728813559322,15.3638814016173,0.193542372881356,9,8,0,1,0
0,49,1.0,413,1,0.0,0.552084615384616,0,2,12.831858407079599,0.559553846153846,0.508607692307692,8.849557522123892,0.111384615384615,4.42477876106195,0.036319612590799,372.88135593220306,0.101769911504425,10.6194690265487,8.849557522123892,1.0,6.19469026548673,0.884955752212389,3.9823008849557504,1,5.0,-64.0,10.1769911504425,3.9823008849557504,11.0619469026549,0.252051282051282,5.30973451327434,0.0820769230769231,11.946902654867301,0.252589743589744,9,9,0,0,0
0,69,0.999873241221955,809,0,-0.525,0.504252577319588,0,0,19.2878338278932,0.547845360824742,0.456386597938145,12.1661721068249,0.151553191489362,3.56083086053413,0.0593325092707046,296.662546353523,0.0979228486646884,11.275964391691401,12.7596439169139,0.999873241221955,11.275964391691401,1.18694362017804,5.637982195845701,6,8.0,-78.0,4.74777448071217,8.30860534124629,16.6172106824926,0.226765957446809,4.45103857566766,0.287617021276596,5.934718100890209,0.202808510638298,12,12,0,0,0
0,64,1.0,560,0,-0.6,0.542452229299363,0,6,17.622950819672102,0.488535031847134,0.53959872611465,14.754098360655698,0.13227868852459,7.786885245901639,0.0410714285714286,321.428571428571,0.114754098360656,11.0655737704918,12.295081967213099,1.0,13.5245901639344,5.327868852459019,5.327868852459019,6,3.0,-52.0,8.196721311475411,9.426229508196721,14.754098360655698,0.355786885245902,4.9180327868852505,0.17727868852459,9.426229508196721,0.232590163934426,16,14,2,0,0
1,55,1.0,353,0,-0.16666666666666666,0.486496503496503,0,1,11.650485436893199,0.563482517482517,0.436041958041958,13.106796116504901,0.216033333333333,5.33980582524272,0.0339943342776204,300.28328611898,0.12621359223301,4.36893203883495,5.825242718446599,1.0,11.650485436893199,0.0,7.28155339805825,2,4.0,-13.0,5.825242718446599,3.8834951456310693,11.650485436893199,0.155166666666667,4.85436893203884,0.123,8.7378640776699,0.0,4,1,0,3,0
1,43,0.998290381814728,1525,0,0.0,0.564469613259668,3,9,10.4247104247104,0.575926335174955,0.488029465930019,5.405405405405411,0.177634146341463,5.79150579150579,0.0668852459016393,344.262295081967,0.160875160875161,7.07850707850708,9.26640926640927,0.998290381814728,6.435006435006441,3.7323037323037305,3.86100386100386,7,6.0,-33.0,7.979407979407981,4.11840411840412,11.4543114543115,0.212471544715447,3.6036036036036,0.141130081300813,10.038610038609999,0.210146341463415,15,8,3,1,0
1,36,0.99682151589242,740,0,0.0,0.580819607843137,1,6,10.658307210031301,0.559380392156863,0.432211764705882,9.404388714733539,0.0926122448979592,7.21003134796238,0.027027027027027,418.9189189189191,0.147335423197492,7.5235109717868305,5.95611285266458,0.99682151589242,1.88087774294671,3.44827586206897,4.38871473354232,5,2.0,-19.0,15.3605015673981,7.21003134796238,10.658307210031301,0.254571428571429,1.56739811912226,0.297448979591837,14.7335423197492,0.0314897959183674,1,0,0,0,0
0,48,1.0,811,0,0.0,0.520021276595745,0,9,15.4929577464789,0.540655319148936,0.45731914893617,10.9859154929577,0.125571428571429,4.5070422535211305,0.0110974106041924,387.17632552404405,0.140845070422535,7.32394366197183,8.45070422535211,1.0,13.5211267605634,1.97183098591549,3.38028169014085,7,11.0,-61.0,9.57746478873239,3.9436619718309904,13.239436619718301,0.30765306122449,2.53521126760563,0.106448979591837,9.014084507042249,0.0870408163265306,7,7,0,0,0
0,49,1.0,161,0,0.25,0.575228070175439,0,2,5.05050505050505,0.504315789473684,0.542701754385965,12.121212121212098,0.0453809523809524,4.04040404040404,0.0186335403726708,291.925465838509,0.101010101010101,6.06060606060606,4.04040404040404,1.0,5.05050505050505,5.05050505050505,0.0,0,51.0,-19.0,13.1313131313131,5.05050505050505,7.070707070707071,0.469857142857143,4.04040404040404,0.168857142857143,11.1111111111111,0.250476190476191,6,6,0,0,0
0,61,1.0,396,1,0.0,0.499389261744966,0,3,13.875598086124402,0.554959731543624,0.444174496644296,7.6555023923445,0.126535714285714,4.30622009569378,0.0429292929292929,297.97979797979804,0.110047846889952,7.6555023923445,8.13397129186603,1.0,5.26315789473684,5.26315789473684,2.87081339712919,0,16.0,-28.0,8.13397129186603,4.30622009569378,9.09090909090909,0.177428571428571,2.3923444976076604,0.226392857142857,12.918660287081302,0.112392857142857,12,0,1,11,0
1,35,0.998980112187659,730,0,0.0,0.602882352941176,0,7,12.957746478873197,0.576067226890756,0.46055462184874,9.014084507042249,0.119651162790698,3.9436619718309904,0.0301369863013699,341.095890410959,0.146478873239437,6.197183098591549,6.478873239436621,0.998980112187659,5.63380281690141,1.12676056338028,5.63380281690141,2,2.0,-29.0,12.112676056338,3.66197183098592,7.88732394366197,0.190186046511628,5.070422535211269,0.0959767441860465,15.4929577464789,0.155093023255814,10,10,0,0,0
1,27,1.0,229,0,0.0,0.621674698795181,2,2,2.75862068965517,0.576349397590361,0.477698795180723,4.82758620689655,0.0866363636363636,4.82758620689655,0.0567685589519651,436.681222707424,0.0620689655172414,4.82758620689655,5.51724137931034,1.0,2.75862068965517,2.06896551724138,4.82758620689655,0,1.0,0.0,13.7931034482759,1.37931034482759,5.51724137931034,0.116545454545455,2.06896551724138,0.056272727272727294,15.172413793103399,0.0741818181818182,2,0,0,0,0
0,70,1.0,507,0,0.0,0.488850340136054,0,6,13.1578947368421,0.65178231292517,0.419925170068027,8.33333333333333,0.291791666666667,5.26315789473684,0.0729783037475345,386.58777120315597,0.12280701754386,8.33333333333333,11.4035087719298,1.0,5.70175438596491,1.75438596491228,5.70175438596491,2,9.0,19.0,1.75438596491228,1.31578947368421,6.57894736842105,0.127125,0.87719298245614,0.0740416666666667,8.7719298245614,0.0259166666666667,0,0,0,0,0
0,70,0.997258771929825,342,0,-0.7,0.505706422018349,0,2,6.66666666666667,0.572816513761468,0.475871559633027,5.77777777777778,0.22604,2.6666666666666696,0.0760233918128655,333.33333333333303,0.0888888888888889,6.66666666666667,12.8888888888889,0.997258771929825,6.22222222222222,2.6666666666666696,5.33333333333333,1,1.0,-7.0,2.6666666666666696,2.22222222222222,13.333333333333302,0.22576,2.22222222222222,0.13876,4.888888888888889,0.11012000000000001,2,1,1,0,0
1,67,0.999658002735978,1134,0,-0.875,0.498638655462185,0,4,14.285714285714299,0.578134453781512,0.444672268907563,11.350293542074402,0.23821052631579,12.524461839530302,0.0422535211267606,317.460317460317,0.13307240704501,11.545988258317001,8.80626223091977,0.999658002735978,7.6320939334638,2.15264187866928,3.13111545988258,0,1.0,-24.0,8.80626223091977,5.87084148727984,10.958904109589,0.211526315789474,2.93542074363992,0.165115789473684,15.068493150684901,0.0936421052631579,8,3,5,0,0
0,51,1.0,238,0,0.11458333333333333,0.523243243243243,0,2,9.21985815602837,0.502648648648649,0.497837837837838,12.7659574468085,0.02,1.41843971631206,0.0168067226890756,352.941176470588,0.106382978723404,9.21985815602837,7.8014184397163095,1.0,9.9290780141844,3.5460992907801403,1.41843971631206,0,7.0,-19.0,9.21985815602837,4.9645390070922,7.8014184397163095,0.325,3.5460992907801403,0.08876,7.8014184397163095,0.05036,4,4,0,0,0
1,54,1.0,657,0,0.0,0.595861538461538,0,1,6.168831168831169,0.622938461538462,0.451174358974359,7.79220779220779,0.166459459459459,3.5714285714285694,0.039453717754173,378.995433789954,0.13961038961039,7.142857142857139,5.84415584415584,1.0,4.545454545454549,1.2987012987013,4.22077922077922,3,4.0,-3.0,4.87012987012987,2.2727272727272703,10.0649350649351,0.243351351351351,0.974025974025974,0.0640540540540541,10.3896103896104,0.0842702702702703,3,2,0,1,0
0,60,1.0,389,0,-0.6458333333333334,0.473021582733813,0,2,20.0,0.650007194244604,0.398007194244604,8.717948717948719,0.264814814814815,4.1025641025641,0.0308483290488432,282.776349614396,0.148717948717949,7.69230769230769,13.8461538461538,1.0,6.66666666666667,0.512820512820513,0.512820512820513,0,7.0,-3.0,10.7692307692308,3.58974358974359,14.8717948717949,0.0723333333333333,2.56410256410256,0.140888888888889,12.8205128205128,0.00792592592592593,3,0,0,3,0
1,52,0.999335879130002,1078,0,-0.25,0.549462915601023,0,2,13.363028953229401,0.642547314578006,0.427048593350384,9.13140311804009,0.170338461538462,5.12249443207127,0.0538033395176252,350.649350649351,0.236080178173719,6.904231625835191,11.581291759465499,0.999335879130002,5.567928730512249,1.3363028953229399,5.3452115812917596,0,0.0,14.0,6.6815144766147,2.44988864142539,11.804008908685999,0.0948153846153846,1.3363028953229399,0.104415384615385,13.808463251670402,0.0509538461538462,4,0,1,3,0
